Date,Adj Close,Close,High,Low,Open,Volume
2023-09-11,1.0749220848083496,1.0749220848083496,1.0761945247650146,1.0711225271224976,1.0714668035507202,0
2023-09-12,1.0714668035507202,1.0714668035507202,1.0764262676239014,1.0708931684494019,1.074806571006775,0
2023-09-13,1.0741138458251953,1.0741138458251953,1.076774001121521,1.0716965198516846,1.0716965198516846,0
2023-09-14,1.066894292831421,1.066894292831421,1.0755001306533813,1.065757155418396,1.0741138458251953,0
2023-09-15,1.066894292831421,1.066894292831421,1.0690613985061646,1.063490390777588,1.0666667222976685,0
2023-09-16,1.0662117004394531,1.0662117004394531,1.068261981010437,1.0659844875335693,1.066894292831421,0
2023-09-18,1.0678056478500366,1.0678056478500366,1.0680338144302368,1.065870761871338,1.0666667222976685,0
2023-09-19,1.069290041923523,1.069290041923523,1.0720411539077759,1.0676915645599365,1.0678056478500366,0
2023-09-20,1.0721560716629028,1.0721560716629028,1.072961449623108,1.0675777196884155,1.069290041923523,0
2023-09-21,1.0663254261016846,1.0663254261016846,1.0739984512329102,1.0622477531433105,1.0722709894180298,0
2023-09-22,1.0660980939865112,1.0660980939865112,1.0673497915267944,1.0619093179702759,1.0663254261016846,0
2023-09-23,1.064736008644104,1.064736008644104,1.0667804479599,1.0642826557159424,1.0660980939865112,0
2023-09-25,1.0578652620315552,1.0578652620315552,1.065870761871338,1.0578652620315552,1.0651895999908447,0
2023-09-26,1.0586491823196411,1.0586491823196411,1.0611205101013184,1.057305932044983,1.0580891370773315,0
2023-09-27,1.0513036251068115,1.0513036251068115,1.0586491823196411,1.0513036251068115,1.0586491823196411,0
2023-09-28,1.0566357374191284,1.0566357374191284,1.0570825338363647,1.0490977764129639,1.051193118095398,0
2023-09-29,1.0588732957839966,1.0588732957839966,1.0619093179702759,1.055297613143921,1.0565240383148193,0
2023-09-30,1.0575296878814697,1.0575296878814697,1.0590976476669312,1.056747317314148,1.0589854717254639,0
2023-10-02,1.0498688220977783,1.0498688220977783,1.0593219995498657,1.049538254737854,1.0561892986297607,0
2023-10-03,1.0478885173797607,1.0478885173797607,1.0515247583389282,1.045369029045105,1.0500892400741577,0
2023-10-04,1.049648404121399,1.049648404121399,1.0535187721252441,1.045259714126587,1.0476689338684082,0
2023-10-05,1.0532968044281006,1.0532968044281006,1.0534077882766724,1.049428105354309,1.049428105354309,0
2023-10-06,1.0540739297866821,1.0540739297866821,1.0570825338363647,1.0485477447509766,1.0531858205795288,0
2023-10-07,1.0592098236083984,1.0592098236083984,1.06022047996521,1.0539628267288208,1.0540739297866821,0
2023-10-09,1.0548522472381592,1.0548522472381592,1.0576413869857788,1.0524100065231323,1.0561892986297607,0
2023-10-10,1.0599957704544067,1.0599957704544067,1.0613458156585693,1.0537407398223877,1.0547411441802979,0
2023-10-11,1.062699317932129,1.062699317932129,1.0637166500091553,1.0594342947006226,1.0599957704544067,0
2023-10-12,1.0558546781539917,1.0558546781539917,1.0641694068908691,1.0548522472381592,1.0625863075256348,0
2023-10-13,1.0506409406661987,1.0506409406661987,1.0564124584197998,1.0503098964691162,1.0558546781539917,0
2023-10-14,1.051193118095398,1.051193118095398,1.051745891571045,1.0498688220977783,1.0506409406661987,0
2023-10-16,1.0551862716674805,1.0551862716674805,1.0557432174682617,1.051856517791748,1.052188515663147,0
2023-10-17,1.0578652620315552,1.0578652620315552,1.0589854717254639,1.053629755973816,1.0551862716674805,0
2023-10-18,1.0540739297866821,1.0540739297866821,1.0597710609436035,1.053629755973816,1.0579770803451538,0
2023-10-19,1.0570825338363647,1.0570825338363647,1.0583131313323975,1.0526316165924072,1.0539628267288208,0
2023-10-20,1.0590976476669312,1.0590976476669312,1.0611205101013184,1.056859016418457,1.0571942329406738,0
2023-10-21,1.0597710609436035,1.0597710609436035,1.0605578422546387,1.0585371255874634,1.0590976476669312,0
2023-10-23,1.063151240348816,1.063151240348816,1.0633772611618042,1.0574177503585815,1.0594342947006226,0
2023-10-24,1.06022047996521,1.06022047996521,1.0694043636322021,1.0595465898513794,1.063151240348816,0
2023-10-25,1.0586491823196411,1.0586491823196411,1.060895323753357,1.056859016418457,1.06022047996521,0
2023-10-26,1.0546298027038574,1.0546298027038574,1.0596587657928467,1.0534077882766724,1.0588732957839966,0
2023-10-27,1.0580891370773315,1.0580891370773315,1.0596587657928467,1.0528532266616821,1.0546298027038574,0
2023-10-28,1.0569707155227661,1.0569707155227661,1.0599957704544067,1.0560777187347412,1.0582010746002197,0
2023-10-30,1.060782790184021,1.060782790184021,1.0616837739944458,1.05507493019104,1.0564124584197998,0
2023-10-31,1.0605578422546387,1.0605578422546387,1.067121982574463,1.0593219995498657,1.0610079765319824,0
2023-11-01,1.0556317567825317,1.0556317567825317,1.0606703758239746,1.052520751953125,1.0606703758239746,0
2023-11-02,1.0642826557159424,1.0642826557159424,1.067008137702942,1.052188515663147,1.0555204153060913,0
2023-11-03,1.0721560716629028,1.0721560716629028,1.0726161003112793,1.0614584684371948,1.0641694068908691,0
2023-11-04,1.072961449623108,1.072961449623108,1.0749220848083496,1.071926236152649,1.0723860263824463,0
2023-11-06,1.0742292404174805,1.0742292404174805,1.0758472681045532,1.0726161003112793,1.0734220743179321,0
2023-11-07,1.0680338144302368,1.0680338144302368,1.0751532316207886,1.066894292831421,1.0741138458251953,0
2023-11-08,1.069290041923523,1.069290041923523,1.0706638097763062,1.0663254261016846,1.0680338144302368,0
2023-11-09,1.0726161003112793,1.0726161003112793,1.0727311372756958,1.068376064300537,1.069290041923523,0
2023-11-10,1.0675777196884155,1.0675777196884155,1.0727311372756958,1.0659844875335693,1.0727311372756958,0
2023-11-11,1.0686043500900269,1.0686043500900269,1.0689470767974854,1.0666667222976685,1.0672358274459839,0
